Player,Kicks,Marks,Handballs,Goals,Behinds,Hitouts,Tackles,Rebound50s,Inside50s,Clearances,Clangers,FreeKicksFor,FreeKicksAgainst,BrownlowVotes,Contested,ContestedMarks  ,MarksInside50,1%  ,Bounces,GoalAssists,TOG,PositionDef,PositionInsideMid,PositionRuck,PositionFor,Win
"Petracca, Christian",13,6,14,0,2,0,5,0,9,4,5,0,1,0,10,0,1,2,0,0,86,0,1,0,0,0
"Petty, Harry",5,5,5,1,0,0,0,1,0,0,2,1,1,0,3,0,1,4,0,0,88,1,0,0,0,0
"Pickett, Kysaiah",18,6,5,2,0,0,1,0,5,4,4,1,0,1,5,0,1,4,0,0,87,0,1,0,0,0
"Rivers, Trent",15,3,7,0,1,0,3,2,4,4,1,0,0,0,5,0,1,3,0,0,76,0,0,0,0,0
"Salem, Christian",15,10,6,0,0,0,2,5,2,1,2,0,2,0,6,1,0,1,0,1,88,1,0,0,0,0
"Sharp, Harry",2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,35,0,0,0,1,0
"Spargo, Charlie",6,2,6,0,0,0,1,0,3,0,3,2,1,0,7,0,0,0,0,2,73,0,0,0,1,0
"Sparrow, Tom",3,3,2,1,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,63,0,0,0,0,0
"van Rooyen, Jacob",2,1,5,0,0,9,2,0,0,3,1,1,1,0,5,0,0,2,0,0,75,0,0,0,1,0
"Viney, Jack",11,2,10,0,1,0,5,1,0,2,4,2,1,0,8,0,0,3,0,0,75,0,0,0,0,0
"Windsor, Caleb",6,5,7,0,1,0,2,3,1,1,3,0,1,0,3,0,0,0,1,0,80,0,0,0,0,0
"Bryan, Nick",2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,1,0,1
"Caddy, Nate",5,4,2,2,0,1,1,0,0,0,2,1,1,0,3,1,1,0,0,0,78,0,0,0,1,1
"Draper, Sam",12,5,10,0,0,26,2,3,3,5,4,2,2,0,13,4,0,4,0,1,87,0,0,1,0,1
"Durham, Sam",14,6,14,0,0,0,3,1,8,5,2,2,1,0,9,0,0,1,1,0,84,0,1,0,0,1
"Duursma, Xavier",8,3,9,1,0,0,1,3,2,4,3,0,1,0,4,0,1,1,1,0,83,0,0,0,0,1
"El-Hawli, Saad",8,5,10,0,0,0,4,0,3,2,3,1,1,0,4,0,0,3,0,0,62,1,0,0,0,1
"Gresham, Jade",6,5,12,1,0,0,3,0,3,3,1,0,0,0,4,0,1,1,2,0,81,0,0,0,0,1
"Hobbs, Ben",10,3,10,2,1,0,4,2,0,5,4,0,0,0,8,0,1,0,0,0,63,0,0,0,0,1
"Jones, Harry",4,2,3,1,1,4,3,0,1,0,4,0,2,0,4,0,2,2,0,0,89,0,0,0,1,1
"Kako, Isaac",5,4,4,0,0,0,3,0,3,1,1,0,0,0,3,0,0,0,0,1,86,0,0,0,1,1
"Martin, Nic",18,11,10,1,0,0,2,2,1,1,4,0,0,0,4,0,0,5,0,1,95,1,0,0,0,1
"McGrath, Andrew",13,3,13,0,0,0,3,4,0,1,7,1,2,0,8,0,0,1,0,0,82,1,0,0,0,1
"McKay, Ben",8,4,8,0,0,0,1,0,0,0,4,2,3,0,7,0,0,6,0,0,98,1,0,0,0,1
"Menzie, Jye",13,8,2,4,0,0,1,0,2,0,3,1,0,0,5,2,5,2,1,1,66,0,0,0,1,1
"Merrett, Zach",15,8,22,0,1,0,5,0,5,2,5,0,0,3,14,1,3,1,0,1,85,0,1,0,0,1
"Perkins, Archie",10,4,7,1,0,0,0,0,3,1,4,2,1,0,8,2,0,0,0,2,75,0,0,0,0,1
"Prior, Jaxon",8,4,4,0,0,0,1,6,0,0,3,0,1,0,4,1,0,1,0,0,77,1,0,0,0,1
"Redman, Mason",14,4,8,1,0,0,1,4,1,0,0,1,0,2,4,0,0,1,0,0,87,1,0,0,0,1
"Reid, Zach",14,10,7,0,0,0,1,5,0,1,0,0,0,0,5,1,0,6,0,0,96,1,0,0,0,1
"Ridley, Jordan",17,9,9,0,0,0,1,3,1,0,0,0,0,0,3,0,0,3,1,0,86,1,0,0,0,1
"Roberts, Archie",15,8,13,0,0,0,6,4,3,1,3,0,2,0,6,0,0,1,0,1,84,0,0,0,0,1
"Setterfield, Will",13,3,8,0,0,0,10,2,2,2,1,0,0,0,5,1,0,0,0,3,78,0,0,0,0,1
"Shiel, Dylan",12,3,18,1,0,0,1,2,2,7,6,0,0,0,11,0,1,2,1,1,69,0,1,0,0,1
"Banks, Sam",10,3,11,0,0,0,1,2,2,3,1,0,0,0,6,0,0,0,0,0,83,1,0,0,0,0
"Bauer, Jacob",1,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,23,0,0,0,0,0
"Blight, Jacob",2,3,5,1,0,9,3,0,0,0,0,0,0,0,4,2,1,3,0,0,89,0,0,0,0,0
"Broad, Nathan",15,11,4,0,0,0,2,4,0,0,3,1,0,0,3,0,0,8,0,0,93,1,0,0,0,0
"Brown, Tom",17,5,7,0,0,0,2,5,1,1,3,0,1,0,8,0,0,1,1,0,89,1,0,0,0,0
"Campbell, Seth",6,1,3,0,1,0,1,0,2,1,2,0,2,0,4,1,0,0,0,1,88,0,0,0,1,0
"Dow, Thomson",5,4,15,0,0,0,2,0,0,5,3,1,0,0,11,0,0,0,0,0,71,0,1,0,0,0
"Faull, Jonty",5,2,1,0,1,0,0,0,1,0,3,0,1,0,2,0,1,1,0,0,78,0,0,0,0,0
"Green, Steely",5,1,4,1,1,0,1,0,1,1,3,0,1,0,4,0,0,1,0,0,85,0,0,0,1,0
"Hopper, Jacob",8,3,25,0,0,0,6,3,2,5,6,2,4,0,14,0,0,0,0,0,69,0,1,0,0,0
"Lynch, Tom",3,2,2,1,0,0,1,0,2,0,1,0,0,0,1,1,1,1,0,0,62,0,0,0,1,0
"McIntosh, Kamdyn",11,6,8,1,0,0,1,3,4,2,1,0,1,0,5,0,0,2,0,0,77,0,1,0,0,0
"Miller, Ben",11,6,1,0,0,0,0,4,0,0,3,0,0,0,1,1,0,6,0,0,94,1,0,0,0,0
"Nankervis, Toby",4,3,13,0,0,33,2,1,0,5,3,2,2,0,8,0,0,4,0,0,82,0,0,1,0,0
"Ralphsmith, Hugo",9,6,7,0,0,0,2,1,3,1,4,2,1,0,5,0,0,3,0,1,82,0,0,0,0,0
"Rioli, Maurice",3,1,3,2,0,0,0,1,0,0,1,0,1,0,5,0,1,0,1,0,69,0,0,0,1,0
"Ross, Jack",8,7,4,0,1,0,2,0,5,2,1,0,0,0,2,0,0,1,2,1,73,0,0,0,0,0
"Short, Jayden",20,8,5,0,0,0,2,8,1,0,3,1,0,0,3,0,0,2,0,0,77,1,0,0,0,0
"Sonsie, Tyler",7,4,5,1,0,0,2,0,3,2,1,0,0,0,4,0,0,0,0,0,84,0,0,0,0,0
"Taranto, Tim",11,4,15,0,0,0,7,3,4,4,5,0,2,0,8,0,0,0,0,1,86,0,1,0,0,0
"Trainor, Luke",17,10,5,0,0,0,0,6,2,0,3,2,1,0,4,1,0,0,0,0,81,1,0,0,0,0
"Trezise, James",9,5,8,0,0,0,2,3,1,1,1,1,0,0,5,0,0,0,0,0,84,1,0,0,0,0
"Vlastuin, Nick",13,9,7,0,0,0,3,5,1,0,3,3,2,0,5,0,0,2,0,1,83,1,0,0,0,0
"Amiss, Jye",1,1,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,3,0,0,88,0,0,0,1,1
"Banfield, Bailey",7,3,7,0,0,0,0,1,4,1,2,1,0,0,4,0,0,1,0,0,80,0,0,0,0,1
"Bolton, Shai",13,6,6,2,3,0,1,0,6,1,4,1,2,0,8,0,3,0,2,2,84,0,0,0,1,1
"Brayshaw, Andrew",12,2,19,0,0,0,10,3,7,6,3,3,0,2,14,0,0,1,0,1,80,0,1,0,0,1
"Chapman, Heath",18,10,8,0,0,0,1,4,3,1,1,2,1,0,3,0,0,1,0,0,87,1,0,0,0,1
"Clark, Jordan",14,5,9,0,1,0,3,2,4,4,3,1,0,0,8,0,0,2,2,1,89,1,0,0,0,1
"Cox, Brennan",10,8,8,0,0,0,0,1,0,0,2,0,0,0,8,3,0,5,0,0,78,1,0,0,0,1
"Darcy, Sean",3,0,6,0,0,22,4,0,3,2,4,1,1,0,7,0,0,2,0,0,63,0,0,1,0,1
"Draper, Josh",3,2,7,0,0,3,1,2,0,0,1,0,0,0,6,0,0,2,0,0,87,1,0,0,0,1
"Dudley, Isaiah",4,3,2,0,1,0,0,0,2,0,0,0,0,0,1,1,1,0,4,0,23,0,0,0,1,1
"Frederick, Michael",9,5,4,3,0,0,2,2,4,0,4,0,0,0,0,0,1,0,0,2,83,0,0,0,1,1
"Johnson, Matthew",6,4,11,0,1,0,7,0,3,5,4,1,2,0,9,0,2,1,0,1,78,0,1,0,0,1
"OMeara, Jaeger",8,1,13,0,0,0,3,2,3,6,3,2,1,1,11,0,0,0,2,0,76,0,1,0,0,1
"Pearce, Alex",11,7,3,1,0,0,2,3,0,0,1,2,1,0,6,2,1,5,2,0,91,1,0,0,0,1
"Reid, Murphy",7,1,2,1,2,0,3,0,3,4,1,1,1,0,4,0,0,0,0,0,82,0,0,0,1,1
"Ryan, Luke",10,6,6,0,0,0,0,3,1,0,1,0,0,0,1,0,0,2,0,0,71,1,0,0,0,1
"Serong, Caleb",17,4,12,0,0,0,4,1,6,6,4,4,2,0,13,0,0,0,0,3,79,0,1,0,0,1
"Sharp, Jeremy",11,8,10,0,0,0,0,2,0,2,0,0,0,0,4,0,0,1,6,0,91,1,0,0,0,1
"Switkowski, Sam",4,1,2,0,0,0,5,0,2,0,2,0,1,0,1,0,1,0,1,0,69,0,0,0,1,1
"Treacy, Josh",10,8,1,6,1,1,3,0,3,0,1,1,0,3,2,1,6,1,0,0,88,0,0,0,1,1
"Voss, Patrick",4,1,6,1,0,9,5,0,1,3,4,0,2,0,6,0,0,1,0,1,80,0,0,0,1,1
"Worner, Karl",13,9,6,0,0,0,2,2,3,0,2,0,0,0,4,2,0,2,0,0,83,0,0,0,0,1
"Young, Hayden",13,3,5,2,0,0,5,0,7,2,2,0,0,0,8,2,1,0,0,1,69,0,0,0,0,1
"Byrnes, Ryan",13,6,10,1,0,0,0,1,2,0,2,1,0,0,4,0,0,3,0,0,78,0,0,0,0,0
"Caminiti, Anthony",7,7,3,0,0,0,1,3,0,0,0,1,0,0,2,0,0,2,0,0,96,1,0,0,0,0
"Collard, Lance",1,1,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,36,0,0,0,1,0
"Garcia, Hugo",14,3,9,0,0,0,4,0,7,4,5,0,1,0,8,0,1,0,0,0,77,0,1,0,0,0
"Hall, Max",9,2,8,1,1,0,2,0,3,1,4,1,1,0,4,0,0,0,0,1,78,0,0,0,1,0
"Hastie, Angus",4,1,3,0,1,0,3,2,2,0,3,0,0,0,1,0,0,0,0,0,36,1,0,0,0,0
"Higgins, Jack",5,2,1,2,1,0,2,0,2,0,0,1,0,0,2,0,2,1,0,1,85,0,0,0,1,0
"Hill, Bradley",13,3,9,0,1,0,1,3,4,1,4,0,1,0,3,0,1,1,2,2,83,0,0,0,0,0
"Jones, Zak",4,1,9,0,0,0,0,1,1,0,2,0,2,0,3,0,1,0,0,0,79,0,0,0,0,0
"Macrae, Jack",4,1,13,0,0,0,5,0,2,6,5,1,1,0,12,0,0,3,1,0,81,0,1,0,0,0
"Marshall, Rowan",6,2,6,0,0,19,4,1,3,3,2,2,1,0,5,1,0,2,0,0,78,0,0,1,0,0
"Owens, Mitch",7,2,5,0,0,3,2,2,3,4,5,0,2,0,9,0,0,0,0,0,88,0,0,0,0,0
"Sharman, Cooper",10,5,3,3,1,0,2,0,2,0,1,3,0,0,5,1,3,1,0,0,95,0,0,0,1,0
"Sinclair, Jack",18,3,8,1,0,0,5,3,4,4,3,1,0,0,8,0,0,2,0,0,88,0,1,0,0,0
"Steele, Jack",9,3,11,0,1,0,5,3,3,7,1,1,0,0,9,0,1,0,0,0,73,0,0,0,0,0
"Stocker, Liam",9,5,6,0,0,0,1,3,2,0,1,2,1,0,4,0,0,1,1,1,76,1,0,0,0,0
"Travaglia, Tobie",3,1,5,0,0,0,3,0,1,0,2,2,0,0,2,0,0,0,0,0,68,0,0,0,0,0
"Wanganeen-Milera, Nasiah",17,2,7,3,1,0,3,6,5,2,3,0,0,1,6,0,1,3,8,0,79,0,0,0,0,0
"Webster, Jimmy",3,2,4,0,0,0,0,0,1,0,2,0,2,0,3,0,0,1,0,0,72,1,0,0,0,0
"Wilkie, Callum",10,6,8,0,0,0,0,3,1,0,2,1,1,0,5,1,0,3,1,0,100,1,0,0,0,0
"Wilson, Darcy",9,6,4,0,0,0,4,2,5,0,3,0,0,0,3,0,0,2,1,2,80,0,1,0,0,0
"Windhager, Marcus",11,5,14,0,0,0,4,1,5,3,2,2,0,0,8,0,0,1,0,0,83,0,0,0,0,0
"Wood, Mason",12,10,4,1,1,0,0,0,4,0,4,0,2,0,4,2,3,0,0,1,88,0,0,0,0,0
"Ash, Lachie",19,9,14,0,0,0,1,8,3,1,2,0,1,0,4,0,0,2,4,0,83,1,0,0,0,1
"Bedford, Toby",2,1,6,0,0,0,3,1,1,2,0,1,0,0,2,0,0,1,0,1,84,0,0,0,0,1
"Briggs, Kieren",7,3,5,0,0,36,4,2,2,4,5,1,2,0,10,0,0,2,0,0,77,0,0,1,0,1
"Brown, Callum",8,5,6,0,1,1,1,1,3,1,2,0,1,0,6,1,0,2,0,2,71,0,0,0,1,1
"Buckley, Jack",7,7,6,0,0,0,3,1,0,0,0,0,0,0,2,0,0,5,0,0,82,1,0,0,0,1
"Cadman, Aaron",8,7,1,2,1,0,2,0,1,0,2,0,1,0,3,1,4,3,0,0,59,0,0,0,1,1
"Callaghan, Finn",11,3,13,0,1,0,4,4,1,3,4,0,2,0,5,1,1,0,1,0,76,0,1,0,0,1
"Green, Tom",15,5,13,0,0,1,6,2,5,9,4,3,2,2,16,0,0,0,0,1,76,0,1,0,0,1
"Greene, Toby",15,6,2,5,1,0,2,0,6,3,2,0,1,3,6,0,3,0,2,0,91,0,0,0,1,1
"Himmelberg, Harry",9,4,5,0,0,0,2,5,0,0,1,1,0,0,3,0,0,6,1,0,92,1,0,0,0,1
"Hogan, Jesse",5,3,2,2,0,0,1,0,1,0,1,1,0,0,5,2,2,2,0,0,92,0,0,0,1,1
"Idun, Connor",8,6,10,0,0,0,2,3,0,1,2,0,2,0,6,1,0,5,0,0,84,1,0,0,0,1
"Jones, Darcy",7,2,6,1,0,0,4,0,3,0,1,1,0,0,4,0,0,1,0,1,81,0,0,0,0,1
"Kelly, Josh",14,2,14,0,0,0,5,1,5,3,5,0,1,0,15,0,0,1,0,2,85,0,1,0,0,1
"McMullin, Toby",4,3,1,0,2,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,9,0,0,0,0,1
"Riccardi, Jake",6,3,5,1,1,7,2,0,1,3,4,0,2,0,6,1,1,0,0,0,73,0,0,0,1,1
"Stone, Conor",7,4,5,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,74,1,0,0,0,1
"Stringer, Jake",8,2,0,2,2,0,2,0,3,2,1,3,1,0,5,0,1,0,0,1,82,0,0,0,1,1
"Taylor, Sam",10,8,9,0,0,0,1,4,2,1,5,1,0,0,8,2,0,3,1,0,100,1,0,0,0,1
"Thomas, Harvey",6,2,7,1,0,0,3,0,4,1,0,0,0,0,3,0,0,1,1,3,80,0,0,0,0,1
"Ward, Callan",15,9,12,1,0,0,2,6,3,2,4,1,1,0,5,1,1,0,1,1,86,1,0,0,0,1
"Wehr, Jacob",14,6,6,1,0,0,5,6,4,1,3,2,1,0,6,0,1,0,0,0,80,1,0,0,0,1
"Whitfield, Lachie",18,5,6,0,0,0,2,3,2,1,3,0,1,0,5,0,0,1,1,0,85,1,0,0,0,1
"Aliir, Aliir",7,7,6,0,0,0,1,3,0,0,3,1,1,0,6,2,0,4,0,0,100,1,0,0,0,1
"Bergman, Miles",7,4,0,1,1,0,3,3,3,0,1,0,0,0,0,0,0,2,0,1,43,1,0,0,0,1
"Berry, Joe",1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,25,0,0,0,0,1
"Boak, Travis",9,2,11,0,0,0,1,0,2,3,1,0,1,0,7,0,0,2,0,0,78,0,0,0,0,1
"Burgoyne, Jase",17,6,6,0,0,0,2,2,3,2,4,0,0,0,3,0,1,0,0,2,96,0,0,0,0,1
"Butters, Zak",14,5,19,0,0,0,4,2,5,8,8,0,2,0,16,0,0,1,0,4,81,0,1,0,0,1
"Cochrane, Tom",7,1,4,1,0,0,2,0,1,1,0,0,0,0,4,0,1,1,0,0,67,0,0,0,0,1
"Drew, Willem",10,1,16,1,1,0,4,0,4,8,3,1,1,0,18,0,0,3,0,0,86,0,1,0,0,1
"Farrell, Kane",14,2,4,0,0,0,2,5,3,1,3,1,1,0,3,0,0,4,1,0,89,1,0,0,0,1
"Georgiades, Mitch",11,6,3,3,2,0,2,0,4,0,4,0,1,0,4,2,4,1,0,0,88,0,0,0,1,1
"Horne-Francis, Jason",21,4,8,0,1,0,2,3,8,7,1,3,1,1,13,0,0,1,1,2,80,0,1,0,0,1
"Jones, Lachie",8,6,7,0,0,0,1,2,2,1,1,0,0,0,6,0,1,1,0,0,85,1,0,0,0,1
"Lord, Ollie",5,4,4,1,1,0,0,0,2,0,1,0,1,0,3,0,2,1,0,1,82,0,0,0,1,1
"Mead, Jackson",9,1,5,2,1,0,1,0,2,1,0,0,0,0,3,0,0,1,0,0,83,0,0,0,1,1
"Moraes, Christian",6,1,6,0,0,0,2,2,2,2,2,2,1,0,3,0,0,0,0,0,69,0,0,0,0,1
"Powell-Pepper, Sam",7,3,5,2,1,0,6,0,1,0,2,1,1,0,8,0,1,3,0,1,86,0,0,0,1,1
"Ratugolea, Esava",5,5,4,0,0,0,1,3,0,1,2,1,2,0,5,1,0,6,0,0,100,1,0,0,0,1
"Richards, Joe",9,3,7,2,0,0,3,0,3,1,2,0,0,0,5,0,1,1,0,1,77,0,0,0,1,1
"Rioli, Willie",9,3,4,3,1,0,2,1,3,1,3,1,2,0,4,0,1,0,0,2,82,0,0,0,1,1
"Rozee, Connor",20,7,8,2,1,0,4,5,3,3,1,0,0,3,6,0,0,3,0,0,83,1,0,0,0,1
"Sinn, Josh",8,3,4,0,0,0,0,2,2,0,1,0,0,0,2,0,0,0,0,0,70,0,0,0,0,1
"Sweet, Jordon",3,1,9,0,0,47,6,0,4,2,7,1,3,0,10,0,0,8,0,0,87,0,0,1,0,1
"Wines, Ollie",7,2,19,0,1,3,6,0,3,5,6,0,3,0,14,0,0,0,0,0,63,0,1,0,0,1
"Amon, Karl",18,4,3,0,0,0,4,6,1,0,3,0,0,0,1,0,0,0,3,1,86,0,0,0,0,0
"Barrass, Tom",12,6,1,0,0,0,1,5,1,0,2,2,0,0,6,1,0,3,0,0,87,1,0,0,0,0
"Battle, Josh",10,3,9,0,0,0,2,4,1,1,1,1,0,0,6,0,0,3,1,0,94,1,0,0,0,0
"Breust, Luke",6,1,2,1,0,0,3,0,1,0,0,1,0,0,4,0,0,0,0,1,42,0,0,0,1,0
"Chol, Mabior",4,1,1,1,0,2,3,0,1,1,1,1,1,0,3,1,1,0,0,1,84,0,0,0,1,0
"DAmbrosio, Massimo",11,4,8,0,1,0,1,3,3,2,2,0,0,0,6,1,0,0,0,0,85,0,0,0,0,0
"Ginnivan, Jack",4,1,8,0,0,0,1,0,3,0,1,0,0,0,3,0,1,2,0,1,67,0,0,0,1,0
"Gunston, Jack",13,7,2,6,0,0,1,0,3,0,3,1,1,2,7,1,4,0,0,0,85,0,0,0,1,0
"Hardwick, Blake",6,4,1,0,0,0,1,1,2,0,1,0,0,0,1,1,0,1,0,0,83,1,0,0,0,0
"Impey, Jarman",6,3,4,0,0,0,1,4,2,1,3,1,0,0,4,0,0,1,1,0,84,1,0,0,0,0
"Jiath, Changkuoth",9,2,8,0,0,0,2,0,0,2,2,1,1,0,9,0,0,4,3,0,83,1,0,0,0,0
"Mackenzie, Cam",10,1,8,0,0,0,2,0,3,3,2,0,0,0,5,0,0,0,0,2,70,0,1,0,0,0
"Maginness, Finn",3,2,9,0,1,0,2,1,1,0,6,1,2,0,7,0,1,0,0,0,87,0,0,0,0,0
"Meek, Lloyd",4,0,9,2,0,30,7,1,1,7,1,3,0,0,12,0,0,1,0,1,86,0,0,1,0,0
"Moore, Dylan",10,0,12,0,0,0,9,3,4,5,3,1,1,0,10,0,0,1,0,1,84,0,0,0,0,0
"Morrison, Harry",7,2,9,0,0,0,5,3,2,1,4,0,1,0,7,1,0,0,0,0,82,0,0,0,0,0
"Nash, Conor",2,0,2,0,0,4,3,0,1,1,1,0,0,0,3,0,0,0,0,0,39,0,1,0,0,0
"Newcombe, Jai",14,7,15,1,0,0,4,2,4,8,3,3,0,0,12,1,1,1,0,0,79,0,1,0,0,0
"Sicily, James",12,11,8,2,1,0,1,2,4,0,4,1,1,0,7,2,3,3,0,2,93,1,0,0,0,0
"Ward, Josh",10,0,8,0,0,0,0,1,2,3,3,1,1,0,7,0,0,0,0,0,64,0,0,0,0,0
"Watson, Nick",5,1,4,0,0,0,3,0,3,0,2,1,0,0,4,0,0,2,2,0,80,0,0,0,1,0
"Weddle, Josh",12,5,6,0,0,2,3,4,3,3,1,0,1,0,6,0,0,7,0,1,87,1,0,0,0,0
"Worpel, James",10,2,13,1,1,0,5,3,2,5,5,2,2,0,10,0,1,1,1,0,69,0,1,0,0,0
"Ah Chee, Callum",2,3,4,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,66,0,0,0,1,0
"Andrews, Harris",12,10,2,0,0,0,2,2,1,0,3,0,3,0,4,3,0,9,0,0,96,1,0,0,0,0
"Answerth, Noah",13,7,0,0,0,0,1,1,1,0,0,1,0,0,2,0,0,5,0,1,90,1,0,0,0,0
"Ashcroft, Levi",10,5,9,0,0,0,0,0,2,2,1,0,0,0,4,0,0,1,0,1,71,0,0,0,0,0
"Ashcroft, Will",5,1,8,0,0,0,2,1,1,2,3,2,1,0,4,0,0,0,0,0,75,0,1,0,0,0
"Bailey, Zac",7,2,3,0,1,0,2,0,2,2,7,1,3,0,4,0,0,0,0,2,89,0,0,0,0,0
"Berry, Jarrod",11,5,7,0,1,0,5,4,1,3,4,2,2,0,6,1,1,2,0,0,80,0,0,0,0,0
"Cameron, Charlie",9,7,1,0,1,0,1,0,3,0,4,0,1,0,4,1,1,0,0,1,84,0,0,0,1,0
"Day, Sam",10,8,4,1,0,1,0,0,2,0,3,2,3,0,5,1,1,0,0,0,72,0,0,0,1,0
"Dunkley, Josh",14,8,7,0,0,0,4,1,2,4,3,1,0,0,4,1,0,1,0,0,81,0,1,0,0,0
"Fletcher, Jaspa",11,6,7,0,0,0,2,5,1,0,1,0,1,0,7,0,0,0,0,1,77,1,0,0,0,0
"Hipwood, Eric",10,5,3,2,1,0,2,0,3,0,5,2,2,0,5,0,3,3,0,0,87,0,0,0,1,0
"Lester, Ryan",9,7,4,0,0,0,1,4,0,0,1,2,0,0,1,0,0,1,0,0,84,1,0,0,0,0
"Marshall, Sam",5,2,1,0,0,0,0,3,1,1,1,0,0,0,2,0,0,0,0,0,22,1,0,0,0,0
"McCluggage, Hugh",9,4,11,0,0,0,1,0,2,2,4,0,1,0,7,0,0,0,0,0,86,0,1,0,0,0
"McInerney, Oscar",10,4,3,2,0,17,0,0,3,5,2,2,2,0,7,0,2,3,0,0,82,0,0,1,0,0
"Morris, Logan",5,3,5,0,1,0,0,0,3,0,0,1,0,0,4,1,0,1,0,0,77,0,0,0,1,0
"Neale, Lachie",10,5,15,0,0,0,1,2,4,4,2,0,0,0,11,1,0,0,0,0,89,0,1,0,0,0
"Payne, Jack",10,5,2,0,0,0,0,1,0,0,3,0,1,0,2,1,0,6,0,0,93,1,0,0,0,0
"Rayner, Cam",7,3,2,2,2,0,0,0,1,0,0,3,0,0,4,2,2,3,0,0,81,0,0,0,1,0
"Tunstill, James",9,3,6,0,0,0,3,2,1,1,2,2,1,0,3,0,0,1,0,0,58,0,0,0,0,0
"Wilmot, Darcy",13,7,2,0,0,0,0,4,0,0,3,0,1,0,4,0,0,4,2,0,77,1,0,0,0,0
"Zorko, Dayne",19,6,1,0,0,0,1,5,3,0,5,1,2,0,3,0,0,0,2,0,83,1,0,0,0,0
"Allan, Edward",3,0,4,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,13,0,0,0,0,1
"Cameron, Darcy",9,2,5,0,0,29,1,0,2,3,3,4,1,0,7,0,0,2,0,1,76,0,0,1,0,1
"Cox, Mason",4,2,4,0,2,8,1,0,0,2,2,4,2,0,6,1,0,5,0,0,77,0,0,1,0,1
"Crisp, Jack",12,4,8,0,0,0,0,2,4,1,6,1,1,0,6,0,1,2,1,2,85,0,0,0,0,1
"Daicos, Josh",17,5,13,1,0,0,0,4,3,1,1,0,1,0,4,0,0,0,0,0,85,1,0,0,0,1
"Daicos, Nick",21,6,17,1,0,0,3,3,6,8,4,1,1,3,10,0,0,1,2,2,84,0,1,0,0,1
"de Goey, Jordan",9,1,3,2,1,0,1,0,2,1,2,2,0,0,1,0,1,0,0,0,75,0,0,0,1,1
"Elliott, Jamie",8,7,5,2,3,0,1,0,1,0,1,1,0,0,4,1,3,1,0,0,84,0,0,0,1,1
"Frampton, Billy",4,2,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,3,0,0,91,1,0,0,0,1
"Hill, Bobby",5,1,3,2,0,0,1,0,1,0,2,0,1,0,5,0,0,1,2,0,81,0,0,0,1,1
"Hoskin-Elliott, Will",6,7,3,1,1,0,2,0,0,0,0,0,0,0,2,0,3,1,0,0,71,0,0,0,0,1
"Howe, Jeremy",13,7,3,0,0,0,0,7,0,0,2,0,2,0,3,1,0,6,0,0,96,1,0,0,0,1
"Lipinski, Patrick",8,7,10,0,0,0,1,1,2,4,2,1,1,0,7,0,0,1,0,0,84,0,0,0,0,1
"Long, Ned",6,2,15,1,0,0,6,1,3,5,3,0,1,0,7,0,1,4,0,0,82,0,1,0,0,1
"Maynard, Brayden",11,5,4,0,0,0,1,3,0,1,2,4,1,0,5,0,0,4,0,0,84,1,0,0,0,1
"McCreery, Beau",5,3,6,1,0,0,1,0,6,0,2,0,2,0,1,0,0,0,2,2,86,0,0,0,1,1
"McStay, Daniel",5,3,3,3,1,0,1,0,0,0,0,2,0,1,5,2,3,1,0,1,79,0,0,0,1,1
"Mihocek, Brody",8,6,2,2,0,0,3,0,6,0,3,0,2,0,2,1,1,0,0,0,83,0,0,0,1,1
"Moore, Darcy",1,2,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,6,0,0,75,1,0,0,0,1
"Pendlebury, Scott",11,2,10,0,0,0,4,0,5,5,3,2,1,0,8,0,0,0,0,2,72,0,1,0,0,1
"Perryman, Harry",7,2,2,0,0,0,2,4,1,1,4,0,2,0,2,0,0,1,0,0,78,1,0,0,0,1
"Quaynor, Isaac",5,3,5,0,0,0,2,2,1,0,1,1,1,0,4,0,0,0,0,1,82,1,0,0,0,1
"Sidebottom, Steele",17,7,9,0,0,0,1,1,7,2,4,1,0,2,8,0,0,1,0,0,78,0,0,0,0,1
"Comben, Charlie",10,8,5,0,0,0,1,5,1,1,4,1,1,0,5,1,0,5,0,0,95,1,0,0,0,0
"Corr, Aidan",12,7,6,0,0,0,1,4,0,0,3,0,1,0,5,0,0,7,0,0,90,1,0,0,0,0
"Curtis, Paul",11,5,1,3,1,0,2,0,4,1,2,3,0,0,7,1,2,0,0,1,69,0,0,0,1,0
