Player,Kicks,Marks,Handballs,Goals,Behinds,Hitouts,Tackles,Rebound50s,Inside50s,Clearances,Clangers,FreeKicksFor,FreeKicksAgainst,BrownlowVotes,Contested,ContestedMarks  ,MarksInside50,1%  ,Bounces,GoalAssists,TOG,PositionDef,PositionInsideMid,PositionRuck,PositionFor,Win
"Rowell, Matt",13,1,16,0,0,0,5,2,6,7,5,3,3,0,12,0,0,1,1,1,88,0,1,0,0,0
"Uwland, Bodhi",6,3,10,0,0,0,2,8,1,0,3,0,0,0,3,0,0,6,0,0,91,0,0,0,0,0
"Walter, Jed",2,1,1,1,1,0,3,0,0,0,1,1,1,0,2,0,1,2,0,0,68,0,0,0,1,0
"Weller, Lachie",11,4,12,0,1,0,3,2,4,2,1,0,0,0,7,0,0,0,1,0,84,0,0,0,0,0
"Witts, Jarrod",5,1,7,0,1,38,3,2,1,5,2,3,1,0,9,0,1,3,0,0,88,0,0,1,0,0
"Bice, Riley",9,5,13,0,0,0,1,6,3,2,3,0,0,0,6,0,0,2,5,0,87,0,1,0,0,0
"Blakey, Nick",20,3,7,0,3,0,1,3,8,2,2,1,0,0,6,0,0,3,6,1,86,1,0,0,0,0
"Campbell, Braeden",5,1,11,0,2,0,3,0,2,1,3,0,2,0,8,0,0,0,1,0,81,0,0,0,1,0
"Cleary, Caiden",4,1,9,0,0,0,0,0,3,2,4,0,0,0,6,0,0,0,0,0,70,0,0,0,1,0
"Florent, Oliver",4,2,14,0,0,0,2,1,4,1,0,0,0,0,6,0,0,0,1,0,83,1,0,0,0,0
"Francis, Aaron",7,4,7,3,1,0,0,0,1,0,1,1,0,0,5,1,2,1,0,0,33,0,0,0,1,0
"Grundy, Brodie",5,1,21,0,0,32,3,1,5,9,5,2,1,0,17,0,0,5,0,0,78,0,0,1,0,0
"Hamling, Joel",5,1,2,0,0,1,1,2,0,1,1,3,0,0,5,0,0,7,0,0,75,1,0,0,0,0
"Hanily, Tom",2,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,47,0,0,0,1,0
"Hayward, Will",7,1,2,2,0,0,3,0,1,2,2,0,2,0,7,1,1,0,0,1,83,0,0,0,1,0
"Heeney, Isaac",10,2,12,2,0,0,4,2,2,4,4,2,1,0,13,0,0,1,0,0,87,0,1,0,0,0
"Jordon, James",5,0,12,0,1,0,1,0,2,1,3,2,2,0,9,0,0,0,0,0,85,0,0,0,0,0
"Lloyd, Jake",12,6,10,0,0,0,1,2,2,2,5,1,2,0,9,0,0,1,0,0,90,0,0,0,0,0
"McCartin, Tom",4,1,3,0,0,0,0,1,1,0,5,2,3,0,6,0,0,4,0,1,94,1,0,0,0,0
"McInerney, Justin",7,5,10,0,0,0,2,2,2,3,2,1,1,0,4,0,0,1,0,0,83,0,1,0,0,0
"McLean, Hayden",13,9,3,2,4,8,3,0,3,2,4,1,1,0,6,3,6,4,0,1,85,0,0,0,1,0
"Melican, Lewis",4,4,1,0,0,0,2,0,1,0,2,0,0,0,0,0,0,9,0,0,74,1,0,0,0,0
"Rampe, Dane",15,2,4,0,0,0,2,7,2,2,1,2,0,0,5,0,0,4,0,0,85,1,0,0,0,0
"Roberts, Matt",15,6,15,0,1,0,2,4,4,1,4,0,2,0,10,0,0,2,2,1,82,0,0,0,0,0
"Rowbottom, James",12,1,11,1,1,0,8,3,3,6,3,2,2,0,7,0,0,1,0,0,74,0,0,0,0,0
"Warner, Chad",16,2,5,0,1,0,1,4,4,5,4,2,0,0,12,0,0,0,2,0,85,0,0,0,0,0
"Warner, Corey",6,1,3,0,1,0,0,0,2,0,3,2,1,0,3,0,0,0,0,0,71,0,0,0,0,0
"Wicks, Sam",15,3,4,0,0,0,2,2,4,0,1,3,0,0,5,0,0,1,3,0,85,1,0,0,0,0
"Aliir, Aliir",12,5,4,0,0,0,0,6,1,1,3,1,0,1,7,1,0,3,0,0,100,1,0,0,0,1
"Atkins, Rory",6,1,4,0,0,0,1,4,0,1,1,0,0,0,3,0,0,0,0,0,43,1,0,0,0,1
"Bergman, Miles",5,1,7,0,0,0,1,5,0,1,4,0,1,0,2,0,0,0,2,0,86,1,0,0,0,1
"Boak, Travis",6,4,6,0,1,0,3,3,2,2,4,0,2,0,5,0,0,1,0,1,70,0,0,0,0,1
"Burgoyne, Jase",10,5,5,0,0,0,3,2,3,2,3,1,0,0,4,0,0,2,2,0,97,0,0,0,0,1
"Butters, Zak",13,5,14,0,0,0,8,3,5,7,2,3,1,3,17,2,1,1,2,0,83,0,1,0,0,1
"Byrne-Jones, Darcy",7,2,6,1,0,0,1,0,2,1,1,0,0,0,4,0,0,1,0,2,79,0,0,0,1,1
"Cochrane, Tom",3,2,4,1,0,0,2,0,2,0,2,0,0,0,3,0,1,1,0,0,57,0,0,0,1,1
"Drew, Willem",5,0,4,1,0,0,10,0,3,2,2,0,2,0,4,0,0,1,0,0,82,0,0,0,0,1
"Farrell, Kane",23,11,3,0,0,0,1,7,6,0,5,0,2,0,3,1,0,0,3,1,83,0,0,0,0,1
"Georgiades, Mitch",7,5,2,3,0,0,0,0,0,0,4,1,2,0,5,2,3,1,0,1,90,0,0,0,1,1
"Horne-Francis, Jason",18,9,2,0,1,0,5,0,7,3,3,2,1,2,5,0,1,0,2,2,78,0,1,0,0,1
"Jones, Lachie",6,2,5,0,0,0,4,2,1,0,1,4,0,0,10,1,0,2,0,0,74,1,0,0,0,1
"Lord, Ollie",2,1,4,1,0,4,0,0,0,0,6,0,4,0,4,1,1,3,0,0,88,0,0,0,1,1
"Mead, Jackson",9,2,6,0,0,0,1,1,3,3,1,0,1,0,2,0,0,0,0,1,83,0,0,0,0,1
"Moraes, Christian",3,1,7,0,0,0,1,1,0,1,2,0,0,0,3,0,0,0,0,0,68,0,0,0,0,1
"Powell-Pepper, Sam",10,3,5,2,1,0,3,0,4,0,2,3,1,0,8,0,2,1,0,1,85,0,0,0,1,1
"Ratugolea, Esava",5,7,2,0,0,0,2,2,0,0,1,0,1,0,3,3,0,3,0,0,95,1,0,0,0,1
"Rioli, Willie",13,7,1,3,1,0,1,0,2,3,2,0,2,0,4,0,3,1,0,0,87,0,0,0,1,1
"Rozee, Connor",21,4,6,1,0,0,3,5,6,3,7,2,2,0,7,1,1,2,0,0,95,1,0,0,0,1
"Sinn, Josh",8,4,1,0,0,0,2,4,1,0,2,0,0,0,0,0,0,1,0,0,68,1,0,0,0,1
"Sweet, Jordon",5,1,4,0,0,39,3,2,3,3,7,2,5,0,5,0,0,4,0,0,83,0,0,1,0,1
"Wines, Ollie",6,4,2,0,0,0,2,2,2,0,1,1,1,0,2,0,1,0,0,0,25,0,0,0,0,1
"Bontempelli, Marcus",14,5,16,2,1,0,4,1,5,8,0,1,0,3,12,0,1,1,0,2,71,0,1,0,0,1
"Bramble, Lachlan",16,12,9,0,0,0,0,2,4,0,3,1,2,0,3,0,0,2,0,1,83,1,0,0,0,1
"Cleary, Luke",11,7,5,0,1,0,2,1,0,0,0,2,0,0,4,0,0,0,0,0,85,1,0,0,0,1
"Dale, Bailey",24,8,8,0,0,0,0,5,4,1,1,0,0,0,4,0,0,0,3,0,81,1,0,0,0,1
"Darcy, Sam",2,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,20,0,0,0,1,1
"Davidson, Sam",12,8,9,0,1,0,2,0,4,1,0,0,0,0,5,1,1,1,0,1,84,0,0,0,0,1
"Dolan, Josh",5,3,7,0,0,0,2,0,2,1,1,1,1,0,5,0,0,0,1,0,76,0,0,0,0,1
"English, Tim",9,5,8,0,0,29,3,0,6,5,4,3,1,0,9,0,1,3,0,1,85,0,0,1,0,1
"Freijah, Joel",15,4,9,2,0,0,2,0,5,6,0,1,0,0,12,0,0,4,1,0,79,0,1,0,0,1
"Hynes, Cooper",3,4,6,0,1,0,0,0,0,0,1,0,1,0,4,0,1,0,0,1,61,0,0,0,0,1
"Johannisen, Jason",19,6,6,1,0,0,2,2,3,1,1,0,0,0,4,0,0,0,3,0,73,0,0,0,0,1
"Jones, Liam",10,7,2,0,0,0,2,0,1,0,2,0,0,0,3,1,0,2,0,0,94,1,0,0,0,1
"Kennedy, Matthew",12,5,10,2,0,0,6,2,3,10,0,2,0,0,10,0,1,3,0,1,81,0,0,0,0,1
"Khamis, Buku",5,6,4,0,0,2,3,0,1,0,2,0,2,0,1,0,1,1,0,0,83,1,0,0,0,1
"Liberatore, Tom",15,4,14,1,0,0,7,1,7,3,4,1,2,1,11,0,0,0,0,0,78,0,1,0,0,1
"Lobb, Rory",10,5,4,0,1,1,2,1,0,1,4,1,0,0,5,1,1,0,0,0,93,1,0,0,0,1
"McNeil, Lachlan",6,3,1,1,1,0,0,0,2,0,1,0,0,0,1,0,2,0,0,1,67,0,0,0,1,1
"Naughton, Aaron",10,7,2,3,3,0,4,0,4,0,2,1,0,0,5,1,5,2,2,1,81,0,0,0,1,1
"ODonnell, James",11,5,2,0,0,0,1,0,0,0,1,1,0,0,3,1,0,4,0,0,91,1,0,0,0,1
"Richards, Ed",15,4,8,1,1,0,5,2,6,4,0,1,0,0,8,0,2,1,0,3,84,0,1,0,0,1
"Sanders, Ryley",11,11,21,1,1,0,4,3,3,1,1,2,1,2,4,0,1,0,0,0,86,0,1,0,0,1
"West, Rhylee",6,3,4,3,0,0,4,0,2,1,4,0,2,0,7,2,3,2,0,0,81,0,0,0,1,1
"Williams, Bailey",16,9,14,1,1,0,1,2,6,0,2,1,1,0,7,0,1,3,1,1,82,0,0,0,0,1
"Byrnes, Ryan",5,4,8,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,83,1,0,0,0,0
"Caminiti, Anthony",7,6,4,0,0,0,2,2,0,0,3,1,1,0,8,4,0,7,0,0,97,1,0,0,0,0
"Collard, Lance",3,0,5,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,74,0,0,0,1,0
"Garcia, Hugo",10,1,6,0,1,0,10,1,1,2,4,1,1,0,7,0,0,0,0,0,65,0,0,0,0,0
"Hall, Max",5,4,8,0,0,0,0,2,1,0,1,0,0,0,6,0,0,0,0,0,76,0,0,0,0,0
"Henry, Liam",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,33,0,0,0,0,0
"Higgins, Jack",5,2,7,3,2,0,6,0,2,0,2,1,0,0,8,0,2,2,1,0,82,0,0,0,1,0
"Hill, Bradley",15,9,2,0,0,0,3,5,2,0,3,0,2,0,2,0,0,1,2,0,84,1,0,0,0,0
"Jones, Zak",1,1,10,0,0,0,0,1,0,0,4,0,4,0,4,1,0,0,0,0,40,0,0,0,0,0
"Macrae, Jack",8,1,11,0,0,0,9,3,2,7,3,1,1,0,11,0,0,3,0,0,82,0,1,0,0,0
"Marshall, Rowan",5,0,11,0,0,23,0,1,1,4,6,1,3,0,9,0,0,4,0,2,85,0,0,1,0,0
"Owens, Mitch",6,4,5,3,0,8,1,0,0,1,0,2,0,0,6,0,3,2,0,0,86,0,0,0,1,0
"Schoenmaker, Arie",15,3,4,0,0,0,0,8,1,0,2,1,0,0,4,0,0,2,1,0,82,1,0,0,0,0
"Sharman, Cooper",5,6,3,0,3,0,2,0,0,0,2,0,0,0,3,2,4,2,0,2,86,0,0,0,1,0
"Sinclair, Jack",16,4,5,1,0,0,1,3,1,1,3,1,1,0,5,0,0,3,0,0,78,1,0,0,0,0
"Steele, Jack",4,4,12,0,0,0,4,1,0,3,2,1,0,0,6,0,0,0,0,0,68,0,0,0,0,0
"Stocker, Liam",11,7,4,0,0,0,1,4,1,0,2,0,1,0,5,1,0,1,0,0,82,1,0,0,0,0
"Wanganeen-Milera, Nasiah",15,3,10,0,0,0,3,4,6,0,1,0,0,0,4,0,0,2,11,1,81,1,0,0,0,0
"Webster, Jimmy",9,6,7,0,0,0,3,6,0,0,2,1,0,0,6,0,0,2,0,0,76,1,0,0,0,0
"Wilkie, Callum",17,12,5,0,0,0,1,3,0,1,0,1,0,0,8,2,0,8,1,0,100,1,0,0,0,0
"Wilson, Darcy",8,2,9,1,1,0,1,2,5,1,4,0,2,0,6,0,0,1,0,0,90,0,0,0,0,0
"Windhager, Marcus",11,2,10,0,0,0,3,2,2,2,3,1,1,0,10,0,0,1,0,0,85,0,1,0,0,0
"Wood, Mason",7,4,9,0,0,0,1,0,4,1,6,0,2,0,6,0,0,3,0,1,86,0,0,0,0,0
"Atkins, Tom",7,1,17,0,0,0,9,3,1,7,6,3,3,2,16,0,0,1,0,0,82,0,1,0,0,1
"Blicavs, Mark",5,4,10,1,0,4,5,3,3,2,4,1,3,0,8,1,1,4,0,0,86,0,0,0,0,1
"Bowes, Jack",9,3,3,0,0,0,1,5,1,1,3,0,2,0,5,1,0,0,1,0,83,1,0,0,0,1
"Cameron, Jeremy",11,3,3,2,3,0,3,1,5,0,1,1,0,0,5,1,2,1,1,0,96,0,0,0,1,1
"Clohesy, Ted",5,1,1,0,0,0,2,1,2,1,3,0,0,0,2,0,0,0,0,0,33,0,0,0,1,1
"Close, Brad",4,3,5,0,0,0,1,1,3,0,0,0,0,0,3,0,1,2,0,1,80,0,0,0,1,1
"Dangerfield, Patrick",11,4,4,3,0,0,3,0,2,1,5,2,2,0,5,0,4,2,0,0,77,0,0,0,1,1
"De Koning, Sam",5,4,7,0,0,0,0,3,0,2,1,0,0,0,6,1,0,9,0,0,86,1,0,0,0,1
"Dempsey, Oliver",9,5,10,2,0,0,2,1,2,1,3,1,0,0,9,1,1,3,0,0,81,0,0,0,0,1
"Guthrie, Zach",10,6,3,0,0,0,1,5,1,0,1,0,0,0,2,1,0,1,0,0,79,1,0,0,0,1
"Henry, Oliver",4,3,2,0,0,0,0,1,2,0,2,0,0,0,1,0,0,1,0,1,73,0,0,0,1,1
"Holmes, Max",15,5,5,0,2,0,2,2,8,4,6,2,3,0,10,0,2,1,3,2,82,0,1,0,0,1
"Humphries, Lawson",13,4,3,0,0,0,2,6,0,0,1,0,0,0,4,0,0,1,3,0,92,1,0,0,0,1
"Knevitt, Mitch",4,2,3,0,1,0,4,0,1,2,2,0,1,0,4,0,0,0,0,0,62,0,0,0,0,1
"Mannagh, Shaun",12,1,5,3,2,0,7,1,2,4,4,2,3,0,6,0,1,0,1,0,90,0,0,0,1,1
"Miers, Gryan",9,1,2,0,0,0,2,1,1,0,0,1,0,0,2,0,0,1,2,1,55,0,0,0,0,1
"Neale, Shannon",3,5,5,0,1,6,5,0,3,0,1,0,0,0,3,3,1,2,0,1,76,0,0,0,1,1
"OConnor, Mark",6,3,2,0,0,0,3,1,1,0,3,0,1,0,2,0,0,1,0,0,76,1,0,0,0,1
"OSullivan, Connor",6,6,3,0,0,0,2,1,1,0,1,0,1,0,2,1,0,2,0,0,96,1,0,0,0,1
"Smith, Bailey",17,5,11,0,0,0,1,3,4,4,4,1,3,1,8,0,0,0,1,1,80,0,1,0,0,1
"Stanley, Rhys",4,1,5,1,1,26,1,0,0,4,2,0,0,0,8,1,1,2,0,0,76,0,0,1,0,1
"Stengle, Tyson",9,3,8,0,1,0,4,0,3,0,1,1,0,0,5,0,1,1,0,3,81,0,0,0,1,1
"Stewart, Tom",13,5,2,0,0,0,2,4,0,0,4,0,2,0,2,0,0,1,0,0,78,1,0,0,0,1
"Amon, Karl",21,5,8,0,0,0,4,6,7,1,0,0,0,0,2,0,0,1,1,2,83,1,0,0,0,0
"Barrass, Tom",6,4,6,0,0,0,1,2,0,0,0,0,0,0,5,3,0,3,0,0,82,1,0,0,0,0
"Battle, Josh",7,6,7,0,0,0,6,1,1,0,2,1,1,0,3,0,0,0,3,0,100,1,0,0,0,0
"Breust, Luke",4,2,4,0,0,0,1,0,2,1,1,1,0,0,2,0,0,0,0,0,52,0,0,0,1,0
"Chol, Mabior",13,4,2,3,1,2,2,0,4,3,4,4,0,0,7,1,2,1,2,0,90,0,0,0,1,0
"DAmbrosio, Massimo",7,4,7,0,0,0,2,1,4,1,3,0,2,0,1,0,0,0,0,0,77,1,0,0,0,0
"Gunston, Jack",13,8,3,3,1,0,2,0,3,0,7,0,0,0,5,3,6,0,2,1,90,0,0,0,1,0
"Hardwick, Blake",5,2,6,1,2,0,2,0,0,0,1,0,0,0,7,1,1,0,0,0,92,0,0,0,1,0
"Impey, Jarman",14,4,5,0,0,0,1,3,2,0,4,1,2,0,2,0,0,2,0,1,82,1,0,0,0,0
"Jiath, Changkuoth",2,2,4,0,0,0,0,0,1,0,0,0,0,0,3,1,0,2,1,0,27,1,0,0,0,0
"Macdonald, Connor",8,7,6,1,3,0,4,0,1,0,1,2,1,0,6,0,4,1,0,0,82,0,0,0,1,0
"Mackenzie, Cam",9,2,5,0,0,0,6,1,2,2,2,1,0,0,1,0,0,2,0,1,73,0,1,0,0,0
"Meek, Lloyd",6,2,13,0,0,47,4,0,2,7,0,2,0,0,11,0,1,4,0,0,79,0,0,1,0,0
"Moore, Dylan",7,3,2,0,1,0,3,0,4,0,2,1,0,0,3,0,1,1,0,0,72,0,0,0,1,0
"Morrison, Harry",11,5,12,0,0,0,3,2,5,0,5,1,1,0,6,0,0,4,0,1,76,0,0,0,0,0
"Nash, Conor",2,1,10,0,0,3,10,1,2,3,3,1,2,0,6,0,0,1,0,0,64,0,1,0,0,0
"Newcombe, Jai",7,6,21,0,0,0,9,1,3,4,3,1,0,3,11,0,0,2,1,1,82,0,1,0,0,0
"Scrimshaw, Jack",13,7,9,0,0,0,2,2,1,0,1,2,0,0,2,0,0,1,2,0,81,1,0,0,0,0
"Sicily, James",16,5,3,1,0,0,2,7,1,0,7,1,1,0,3,1,1,1,0,0,94,1,0,0,0,0
"Ward, Josh",7,3,9,0,0,0,1,0,3,5,3,1,1,0,7,0,0,2,1,0,76,0,1,0,0,0
"Watson, Nick",7,2,6,2,2,0,2,0,1,1,1,2,0,0,10,0,2,0,0,0,81,0,0,0,1,0
"Weddle, Josh",10,5,9,0,0,0,3,5,2,0,5,0,1,0,5,1,0,1,2,1,84,1,0,0,0,0
"Worpel, James",8,2,14,0,1,0,13,1,4,6,3,2,3,0,11,0,0,1,1,0,80,0,1,0,0,0
